485.8	174.8	0.0	0.0
489.5	177.3	0.0	0.0
494.3	181.4	0.0	0.0
499.3	187.3	0.0	0.0
503.8	192.0	0.0	0.0
508.4	196.5	0.0	0.0
511.7	203.8	0.0	0.0
514.8	211.5	0.0	0.0
517.7	219.2	0.0	0.0
520.0	224.8	0.0	0.0
523.3	228.4	0.0	0.0
527.5	231.4	0.0	0.0
533.3	234.0	0.0	0.0
541.2	239.1	0.0	0.0
546.1	240.6	0.0	0.0
553.6	246.1	0.0	0.0
559.2	248.3	0.0	0.0
563.3	252.0	0.0	0.0
565.4	260.8	0.0	0.0
569.4	269.2	0.0	0.0
572.5	278.1	0.0	0.0
575.8	285.8	0.0	0.0
579.3	293.9	0.0	0.0
581.8	301.6	0.0	0.0
587.4	308.9	0.0	0.0
591.8	313.4	0.0	0.0
597.4	313.4	0.0	0.0
601.7	313.4	0.0	0.0
605.9	313.4	0.0	0.0
611.0	312.6	0.0	0.0
616.8	313.7	0.0	0.0
614.1	295.3	0.0	0.0
609.8	292.0	0.0	0.0
604.6	287.3	0.0	0.0
601.5	283.9	0.0	0.0
599.6	281.0	0.0	0.0
599.0	277.0	0.0	0.0
599.0	273.3	0.0	0.0
599.0	267.0	0.0	0.0
599.6	263.0	0.0	0.0
601.3	250.9	0.0	0.0
601.5	246.1	0.0	0.0
601.5	243.1	0.0	0.0
600.7	239.8	0.0	0.0
599.0	236.9	0.0	0.0
596.7	233.2	0.0	0.0
593.2	228.8	0.0	0.0
588.6	223.7	0.0	0.0
584.5	218.5	0.0	0.0
578.9	212.3	0.0	0.0
572.1	204.2	0.0	0.0
564.2	196.8	0.0	0.0
558.4	190.2	0.0	0.0
551.1	185.4	0.0	0.0
543.0	178.8	0.0	0.0
535.8	172.2	0.0	0.0
528.5	168.5	0.0	0.0
522.1	167.0	0.0	0.0
514.6	165.9	0.0	0.0
509.6	165.9	0.0	0.0
503.0	166.7	0.0	0.0
494.7	168.5	0.0	0.0
489.5	171.8	0.0	0.0
487.0	172.9	0.0	0.0
